sentence	label
横山区： 狠抓招商引资 力促有效投资	0
股票开户送礼品 违规	1
元江片区开展财务人员《通行费收入操作流程及核算》的培训学习	0
11.14  掌上看渭南   今天渭南竟有两名男子欲跳楼轻生，原因却各不相同	1
加快轨道交通建设 强化合作实现共赢	0
网上买假证开牵引车上路 发生事故还敢跟周口交警耍花招	1
东坡泡菜:一碟小菜创造身价百亿的神话	0
高速上突然蹿出野猪!女司机一番神操作，交警都点赞!	0
西湖区城建局学习传达全省作风建设工作会议精神	0
东营经济技术开发区一项目获全市“2018年度人社系统工作创新奖”	0
芦溪法院：你的支持是我们工作的目标和动力	0
乐虎国际太黑了	1
家长不让玩游戏，男孩扬言要自杀，消防官兵高空速降救下!	1
庆祝改革开放40周年暨检察机关恢复重建40周年|从服务灾后重建到守护美好家园	0
四铺镇五铺村出新招 党群连心更贴心	0
高速路上两车“组队”逆行7公里，见交警心虚酿追尾	1
记者体验基层警察工作 事无巨细平凡坚守_同城头条-江门93招聘网	0
车速过快 驾驶员避让来车不及撞入绿化带	1
【旅发大会，我来了】温塘镇多措并举推进拆迁工作	0
安徽男子实名举报姑父是“合肥第二房叔” 纪委已介入调查	1
6小时连救2人!“凤城卫士”拼了!视频记录了惊险瞬间……	0
沙湾职中代表队斩获全市中学生防震减灾知识竞赛高中组头筹	0
男子非法盗卖用户信息百万条 获利3000被判4年	1
王小平:在纪委会工作10年经历风雨 没退缩勇往直前	0
政策突转向、明星缺艺德、管理不透明	1
福建莆田警方摧毁一个“网络水军”团伙：炒作舆情200余起	0
浦口：黑砖厂扰民 不打招呼生产一年多	1
长治交警二大队:组织参加2018年长治市首届“人保财险杯”交通安全知识竞赛活动	0
南充中院：举全力 打拒执 决胜“基本解决执行难”	0
他坐在轮椅上，唱出了他的life's a struggle	0
月租5000的房子，住进去呼吸都困难，中介:有无甲醛不是你说了算	1
韩国宝马起火事件发酵遭重罚 调查显示宝马曾刻意隐瞒真相	1
国家卫生计生委统计信息中心与招商银行签署 居民健康卡战略合作	0
翟晓川和爱妻赛后撒一波“狗粮”	0
“变味”租金贷：中介“暗箱操作”资金池	1
国产神车丢死人！不怕死就买吧	1
台湾5岁女孩疑遭姨夫施暴性虐待去世，肛门撕裂 颅脑损伤，...	1
张家界市举办春夏季农业生产机械化作业现场会	0
衡阳县人民医院对医疗事故置之不理，公道何在?_热门资讯	1
“马大哈”遗落数千元现金 公交司机完璧归赵	0
【工作动态】成县鸡峰镇中心卫生院和大坪分院镇村两级医务人员来黄陈镇交流学习	0
...对标找差 坚定不移推动高质量发展沭阳经济技术开发区|沭阳招商...	0
视频追踪再发力  南山警方连破入室盗窃案	0
大阴谋！福州市区惊天1死3伤车祸 背后真相让人无比愤怒！	1
今天南宁这片格桑花海刷爆朋友圈了!全是人人人人人人人人!!!你去了吗?	0
工作队为村民找销路 促就业增收	0
开远这所学校获省级荣誉 ，荣誉背后的那些事让人感动 !	0
家有喜事!莱芜这2户家庭获得国家级荣誉!是你邻居吗?	0
廊坊大厂夏垫每逢大集严重堵路 国道被占	1
风雨中 那抹暖心的橘红一直在保畅路上	0
旬阳：三举措助推新民风建设落地生根	0
徐文捷:执行局里的“90后”员额法官-中国法院网	0
2019年1月事故伤亡月报	1
来看望住院朋友，只因在门口打了个电话，结果遭多人持刀围砍	1
违建清理了 小区安逸了 现在是越住越喜欢了_手机网易网	0
4名小学生对着蜥蜴喊“校长” 被校长用电线抽打	1
居民楼突发大火，一楼火光冲天，着火原因竟是取暖器！	1
山西平定县春耕备耕农机忙	0
垮方致使交通中断	1
西成高铁陕西段试运行 全线开通进入倒计时	0
苏广林 - 苏广林相关新闻_图片_视频_网友讨论_新闻_中华网	0
[原创]歧义、无签名、假印章，这种裁判书我不认可！	1
江歌案在日本开审:真相便是代价，不必逢迎想象-中国焦点新闻网	1
淘来旧书里夹着两张外币存单 男子辗转找到主人	0
回顾| 嘿!爱心义卖活动，你“义”起来了吗?	0
陕西省黄陵县人民检察院	1
英国北部、西南部铁路工人罢工_雷好网	1
芒果tv恶意误导消费者充值会员	1
汉中外卖小哥闯红灯被交警教育	1
【爱播·记者手记】脱贫路上咱村有能人——乌鸡达人陈建钧	0
官方通报网传山西大同广灵交警打人视频情况调查	1
"南雄这个镇：5万株百香果变""幸福果""!_主田镇"	0
大赞！庆阳这个县1日拘4人！重拳打老赖！	0
山寨“龙网”套路深：傍上杨澜丈夫 疑违规操作	1
【扫黑除恶】因非法占用农用地等多项罪名 隆化一恶势力团伙4人分别被判刑!	1
陈贵镇小学让十九大精神落地生根	0
城关警方二维码智慧警务助推窗口服务--兰州文明网	0
突发！桐乡梧振东路一家纺织厂起火，现场浓烟滚滚......_视频	1
四川达州千余行道树枯死 村民：死了栽 栽了死	1
[重庆]市环境保护第一督察组与执法总队开展联合巡航_山西头条	0
[转载]《帝皇强肾汤》背后的专家团队涉嫌假药骗钱_0	1
岳阳:洛王派出所快速解救传销被困人员 群众千里寄锦旗表达谢意	0
华州5人盗窃摩托车团伙，在大荔县被抓！	0
非法收购滥伐林木也构成犯罪 - 青海普法网	1
苏州吴江：罂粟壳熬汤做凉皮夫妻摊贩双双获刑	1
双牌县召开2018年农机化工作会议	0
张学友演唱会第三次抓到逃犯了！他怕不是警方安插的卧底吧？	0
章贡区伍姑娘餐馆油烟外排扰民 整改不到位已封灶	1
火光冲天!商洛镇安县一皮包店着火	1
发声亮剑 | 铸牢中华民族共同体意识	0
徐州交规新教法 行人闯红灯需学习后考及格才放行	0
核三灰渣辐射超标 屏县府称不知	1
广东清远最年轻“副局长”收受红包维持奢侈生活	1
【最美警察候选人：覃世海】平安路上 警徽闪耀	0
“虐童养母”李征琴：没意识到孩子伤得那么严重	1
属于合同纠纷还是诈骗?	1
男子火灾上演“一救四” 无名英雄为你点赞！	0
爱心助困(作者：井江文）	0
跟着国家战略去旅行 保定特色旅游进入新时代(组图)	0
构建慈善海垦家园!海垦(知青)帮扶互助基金成立	0
玉林女子被大货车碾压腹部，结果却....	1
汪楼沟风景带：五色缤纷 绿地惠民	0
造热带精品 助力乡村旅游 海南椰级乡村旅游点增至59个	0
申集镇一音乐老才子卖菜种子自食其力	0
陕西地电打造一流配电网 打赢脱贫攻坚战	0
【法治民和】民和警方:辱警滋事“零容忍” 从严快惩“不手软”	0
禁止炼山!更合一村民偷偷炼山被公安抓获，自酿苦果!	1
我市文物局、神木市文体广电局荣获打击防范文物犯罪工作先进集体	0
女子路边敞篷车上“说hi hi”！蜀黍：遮挡号牌，罚6000元！	1
女子被侵害后命丧菜花地，大雨过后，犯罪痕迹被冲刷得一干二净	1
回顾| 嘿!爱心义卖活动，你“义”起来了吗?	0
聊城冠县：因“被贷款”成征信“黑户” 村民成失信被执行人	1
今后，西安人要向奇葩证明、循环证明、扯皮证明等说拜拜啦!_..._搜狐	0
面包车夜间超员载客返乡，故意绕路没躲开交警	1
国网汉中供电局圆满完成双节保电工作	0
顿顿鱼、肉、汤，老人给孙子岔着补身体 不料孩子变“花脸”	1
事发仙桃，一女子当众掌掴60岁环卫工，还拳打脚踢，太恶劣	1
闻集镇闻集村党总支、齐菜园村党总支获评“阜阳市2017年度五星级标准化党组织”	0
广德新闻_师德师风谱新篇 再铸庐阳高中新辉煌	0
河池一交警大队长利用职务之便，挪用公款140万！栽了！_凤山县	1
中国保监会原主席项俊波受贿案一审开庭：被控受贿1942万	1
虚线变道 两车剐蹭	1
债务人借钱不还并称是单位借款，债权人凭欠条成功要回全款_原告	0
孔蒂被p掉、穆帅抓内鬼，英超又现将帅失和	1
如果是恶意拿刀伤人甚至杀人会判多久?_百度知道	1
盛夏光年，碧海夕阳——记马来西亚仙本那潜水之旅	0
“雪亮工程”显威力，助力民警成功打掉一盗窃团伙	0
水果也要偷？静安区一中年妇女贪小被起诉	1
文化路人行道上有深坑，多个部门均称不归他们管_路面	1
全市法院集中执行 涉劳动报酬案件	0
确认邮件里带陷阱！亚马逊买家遭遇钓鱼诈骗	1
缅甸若开邦一知名人物在家被枪杀，已是今年第3位被暗杀的官员	1
“熊孩子”贪玩 手臂被卡	1
西昌黄水发生森林火灾，火势已得到全面控制	1
市人民医院医生在高铁上紧急抢救了一位这样的病人!	0
以低价二手车作饵实施诈骗  青浦警方捣毁新型诈骗团伙	1
衡阳扶志扶智纪实①|蒸湘区创新“四金合一”斩断穷根	0
活水乡认真做好耕地力保护补贴发放工作	0
这个城市全面接轨上海！李强应勇会见鲁俊胡海峰率领的嘉兴党政团时提到这件大事	0
大风吹倒东莞工地龙门架砸中工棚 18死33伤	1
“五一”小长假广州白云机场口岸出入境客流同比增长约15％	0
林某非法持有、私藏枪支、弹药一审刑事判决书	1
地震来临   西安交大一附院全力以赴保患者平安	0
上下车应注意什么细节？大货车盲区在哪儿？警察叔叔为龙岩师范附属小学的孩子们上了一堂生动而难忘的“珍爱生命”课！	0
我市举办培训会 助力榆林企业走出国门	0
这个520，当你们秀亲密，我在当雄过虫草节！	0
手机指环支架成盗窃工具 嫌疑人隔空取物被刑拘	1
【郯城公安】这个白衣女子火遍全国!只因她的背影最帅…	0
非法获利8万余元！广西一男子制贩假火车票被抓	1
百色老人摔倒路边 他们敢扶！为他们点赞！	0
男子一怒掐死妻子 同房遭拒竟掐死妻子事后还欲做这事被判15年	1
吴中区院法警大队成功处置一起群访事件_苏州市吴中区人民检察院	0
准载7人拉了14人 司机看到交警检查“一脚油”跑了	1
十堰一民房暗藏赌博窝点 警方突击当场抓获9人	0
张艺兴跟大张伟粉丝爆发冲突 现场视频曝光_鲁南在线	1
抗议“苹果税” netflix禁止ios客户端内买会员	1
靖远县城区一违法建筑被强制拆除	0
苏广林 - 苏广林相关新闻_图片_视频_网友讨论_新闻_中华网	0
忻州侦破一批“盗抢骗”案件 11名犯罪嫌疑人落网	0
“扫黄打非”部门查办多起销售盗版金庸作品图书案件	0
喜讯 | 河南机电职业学院喜获2017年度全省教育系统新媒体工作先进集体	0
走路看手机致人身亡  构成交通肇事罪获刑	1
延伸帮教触角 协调解决困难--法制网	0
"世纪""大改道""!为了万黄河滩区居民的美好生活铜川日报传媒网"	0
覆车之戒 | 醉驾撞死人 连称“太后悔”	1
以免费修眉为名流窜汉中等地诈骗20余万 多人被骗	1
【资讯】花垣一熊孩子逃学天黑不回家 工作队家长四处急找终..._搜狐	1
2块钱能“买”回几百块商品？老汉穿特制大衣超市偷窃被抓	1
突发! 合肥街头，轿车猛烈燃烧!还有巨大爆炸声传出…	1
安康汉滨公安：加强窗口服务，提升民警形象	0
突发！郑州中州大道一辆私家车自燃，车身被熊熊大火包围	1
夫妻收废手机炼金被刑拘 百个手机打1个金戒指	1
可怕！自来水里有食脑虫，美国女子冲洗鼻腔被吞噬大脑，导致身亡！	1
通过飞猪入口购买流量，平台不公平处理偏袒卖家	1
坑骗菜农，打一枪换一地方，张某某累计诈骗150余万元	1
我市社会各界践行新思想谋求新作为系列报道（二）	0
山东姑娘遇车祸高位截瘫，坚持作画获国际艺术大奖！_s_yone	0
张滩镇积极开展基干民兵训练活动	0
奇葩案件｜“奇葩男”偷7条马鲛鱼被抓	1
消防安全 牢记在心——记小军山幼儿园消防演练活动小结	0
"生意没火人却凉了 火锅店老板在底料内加""神秘香料""获刑"	1
安全生产舆情	1
消防安全 牢记在心——记小军山幼儿园消防演练活动小结	0
【资讯】感动！两只江豚搁浅，热心村民一起送江豚“回家”。	0
抗议总统连任！玻利维亚示威者焚烧法院大楼	1
新春记者行：“树贩子”放下锯斧变身“种树人”	0
你见过他俩吗?凯里12岁双胞胎失联5天!亲人寻至凌晨	1
北京同仁堂旗下企业频频被曝质量不过关_猎豹网	1
全县党政机关事业单位干部通用基本能力提升培训骨干班开班	0
郑州一货车司机硬闯盘查冲撞交警	1
浦口兰花发生重大交通事故！	1
日本将无偿援助柬埔寨金边市140辆公交车	0
街电ceo发文指责来电 称其挪用用户押金	1
不孝孙子，把相依为命的奶奶殴打致死，自己安然在家睡觉	1
德庆县妇联到我区学习交流妇女创业小额担保贷款贴息项目工作	0
昌九一体化系列经济民生政策铺开：购房就医 两地一体	0
